ipv6_plen,ipv6_nxt,ipv6_src,ipv6_dst,frame_len,mqtt_dupflag,mqtt_hdrflags,mqtt_kalive,mqtt_msgid,mqtt_msgtype,mqtt_retain,label,mqtt_len_flag,mqtt_len_null
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
71,6,fd9e,fd9e,125,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
67,6,fd9e,fd9e,121,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
67,6,fd9e,fd9e,121,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
69,6,fd9e,fd9e,123,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
68,6,fd9e,fd9e,122,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
67,6,fd9e,fd9e,121,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
68,6,fd9e,fd9e,122,0,1,60.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
63,6,fd9e,fd9e,117,0,1,60.0,0,1,0,bruteforce,1,False
71,6,fd9e,fd9e,125,0,1,60.0,0,1,0,bruteforce,1,False
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
64,6,fd9e,fd9e,118,0,1,60.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
65,6,fd9e,fd9e,119,0,1,60.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
32,6,fd9e,fd9e,86,0,0,0.0,0,0,0,bruteforce,0,True
40,6,fd9e,fd9e,94,0,0,0.0,0,0,0,bruteforce,0,True
36,6,fd9e,fd9e,90,0,1,0.0,0,1,0,bruteforce,1,False
