Pct_treino,Algoritmo,Accuracy,F-score,Precision,Recall
0.1,Naive Bayes,0.7854477611940298,0.7734542567480404,0.8122628009241165,0.7854477611940298
0.1,Neural Net,0.9104477611940298,0.9062478708046104,0.9150636895727223,0.9104477611940298
0.2,Nearest Neighbors,0.9577793328668066,0.9578709044963791,0.9582680176104182,0.9577793328668066
0.2,RBF SVM,0.9610450198273851,0.9611241113100218,0.9627915690764045,0.9610450198273851
0.2,Decision Tree,0.9115931887100537,0.9114487582603427,0.914625736109808,0.9115931887100537
0.2,Random Forest,0.9185910893398647,0.915254295598683,0.9211705829997168,0.9185910893398647
0.2,Naive Bayes,0.8017261488220201,0.7907760871555758,0.8231162354343665,0.8017261488220201
0.2,Neural Net,0.9435502682528575,0.9436868490487827,0.9460775760853266,0.9435502682528575
0.2,Nearest Neighbors,0.9612782831817122,0.9612852777554886,0.9618247515117611,0.9612782831817122
0.2,RBF SVM,0.9638441800793095,0.9637887439716618,0.9658951093190632,0.9638441800793095
0.2,Decision Tree,0.9244226731980406,0.9250834970323785,0.9291576713208838,0.9244226731980406
0.2,Random Forest,0.9400513179379519,0.9400615314757041,0.9416256804618395,0.9400513179379519
0.2,Naive Bayes,0.7963610916724982,0.7850829698301357,0.8216790511475603,0.7963610916724982
0.2,Neural Net,0.9020293911826452,0.8982951067710983,0.9030180147975234,0.9020293911826452
0.2,Nearest Neighbors,0.9568462794494985,0.9568183713727397,0.9572841877238091,0.9568462794494985
0.2,RBF SVM,0.9591789129927688,0.9591209287712875,0.9611187549401712,0.9591789129927688
0.2,Decision Tree,0.9041287613715885,0.903468245925054,0.9070649772977384,0.9041287613715885
0.2,Random Forest,0.9059948682062048,0.9023086870483773,0.91000347538216,0.9059948682062048
0.2,Naive Bayes,0.7870305574994169,0.773772105019296,0.8130161238060473,0.7870305574994169
0.2,Neural Net,0.9276883601586191,0.9277824145113391,0.9303934022786634,0.9276883601586191
0.2,Nearest Neighbors,0.960111966410077,0.9601742772703904,0.9606473189245609,0.960111966410077
0.2,RBF SVM,0.9626778633076744,0.9626894130479637,0.9644575208121399,0.9626778633076744
0.2,Decision Tree,0.9101936085840915,0.9117059769633322,0.9177954447004718,0.9101936085840915
0.2,Random Forest,0.920457196174481,0.9186671898848479,0.9214059352636632,0.920457196174481
0.2,Naive Bayes,0.7956613016095171,0.7865910982434005,0.8219935274534381,0.7956613016095171
0.2,Neural Net,0.9262887800326569,0.9268051127690764,0.9314565865848475,0.9262887800326569
0.2,Nearest Neighbors,0.9626778633076744,0.9627602886613493,0.9636304316131213,0.9626778633076744
0.2,RBF SVM,0.9612782831817122,0.9612724003816162,0.9637384616050536,0.9612782831817122
0.2,Decision Tree,0.9127595054816888,0.9125690293754306,0.9154397323303459,0.9127595054816888
0.2,Random Forest,0.940284581292279,0.9395768187564368,0.9447240489093915,0.940284581292279
0.2,Naive Bayes,0.7951947749008631,0.7843765428914358,0.8179502098176503,0.7951947749008631
0.2,Neural Net,0.9020293911826452,0.8983045911732104,0.9056103439942428,0.9020293911826452
0.2,Nearest Neighbors,0.9591789129927688,0.9593107792050078,0.960102908686048,0.9591789129927688
0.2,RBF SVM,0.960578493118731,0.9606770186656166,0.9631749836541524,0.960578493118731
0.2,Decision Tree,0.906927921623513,0.9064460207482838,0.9098738698447258,0.906927921623513
0.2,Random Forest,0.8919990669465827,0.887068732354594,0.9013735686271964,0.8919990669465827
0.2,Naive Bayes,0.7849311873104735,0.7719308254822357,0.8133936216961858,0.7849311873104735
0.2,Neural Net,0.8987637042220668,0.8942989567430035,0.9029825143129986,0.8987637042220668
0.2,Nearest Neighbors,0.9561464893865174,0.9563022198826455,0.9567475305935913,0.9561464893865174
0.2,RBF SVM,0.9575460695124796,0.9576354935044662,0.9593576334500981,0.9575460695124796
0.2,Decision Tree,0.9052950781432237,0.9050843805006443,0.9086941471325319,0.9052950781432237
0.2,Random Forest,0.9363191042687193,0.9345158580631612,0.9405275227910505,0.9363191042687193
0.2,Naive Bayes,0.787963610916725,0.7764861336052683,0.8144946295258373,0.787963610916725
0.2,Neural Net,0.9281548868672731,0.9285786775980996,0.9324854476543294,0.9281548868672731
0.2,Nearest Neighbors,0.9603452297644041,0.9603893799570119,0.9611594094493442,0.9603452297644041
0.2,RBF SVM,0.9617448098903663,0.9618149790837438,0.9640915553654381,0.9617448098903663
0.2,Decision Tree,0.9104268719384184,0.9103362086087377,0.9136728010711702,0.9104268719384184
0.2,Random Forest,0.906927921623513,0.9024153600614789,0.9080589232205245,0.906927921623513
0.2,Naive Bayes,0.6748308840681129,0.6076057032268987,0.784912057086159,0.6748308840681129
0.2,Neural Net,0.9108933986470725,0.9059183214070224,0.9192020581721196,0.9108933986470725
0.2,Nearest Neighbors,0.9594121763470959,0.9594219767002834,0.9600168649788808,0.9594121763470959
0.2,RBF SVM,0.9638441800793095,0.9637988725051528,0.9658859708272091,0.9638441800793095
0.2,Decision Tree,0.9106601352927455,0.9118341180670498,0.9167201578820207,0.9106601352927455
0.2,Random Forest,0.9232563564264055,0.9209722273857683,0.9265640134509965,0.9232563564264055
0.2,Naive Bayes,0.7956613016095171,0.7836597291643855,0.8200235251397752,0.7956613016095171
0.2,Neural Net,0.9129927688360159,0.9081574116677105,0.9214263460392798,0.9129927688360159
0.2,Nearest Neighbors,0.9610450198273851,0.9610823044126074,0.9618405735197346,0.9610450198273851
0.2,RBF SVM,0.9636109167249826,0.9635252090390098,0.965813491019712,0.9636109167249826
0.2,Decision Tree,0.9113599253557266,0.9109812268605462,0.9142045658051211,0.9113599253557266
0.2,Random Forest,0.9174247725682295,0.9138488477379049,0.9227059470570832,0.9174247725682295
0.2,Naive Bayes,0.7961278283181712,0.7843292177859396,0.822037412390572,0.7961278283181712
0.2,Neural Net,0.940517844646606,0.9407756273819209,0.9427834468966854,0.940517844646606
0.30000000000000004,Nearest Neighbors,0.9625252682320012,0.9625647986005648,0.962854721203741,0.9625252682320012
0.30000000000000004,RBF SVM,0.9643912299797854,0.9643822791145834,0.9659571308961814,0.9643912299797854
0.30000000000000004,Decision Tree,0.923495568340849,0.9243711417590079,0.9289997535046278,0.923495568340849
0.30000000000000004,Random Forest,0.9099673456694137,0.90659735549622,0.9141984882466417,0.9099673456694137
0.30000000000000004,Naive Bayes,0.7950552013683719,0.7851617745834119,0.8184057450911709,0.7950552013683719
0.30000000000000004,Neural Net,0.9018815114290157,0.8976020451115235,0.9044892754736195,0.9018815114290157
0.30000000000000004,Nearest Neighbors,0.9559944021147566,0.9560690745714331,0.9563455515341891,0.9559944021147566
0.30000000000000004,RBF SVM,0.959259835173379,0.9592764374388183,0.9604175806350472,0.959259835173379
0.30000000000000004,Decision Tree,0.9104338361063599,0.9103873914633759,0.9133535886112235,0.9104338361063599
0.30000000000000004,Random Forest,0.9197636448452807,0.9158920059445466,0.9263036396111376,0.9197636448452807
0.30000000000000004,Naive Bayes,0.7928782459959571,0.7824296000829187,0.8172767684016456,0.7928782459959571
0.30000000000000004,Neural Net,0.8563209454206189,0.8611258757680205,0.8936889925613593,0.8563209454206189
0.30000000000000004,Nearest Neighbors,0.959259835173379,0.9592557132853659,0.9602064362010385,0.959259835173379
0.30000000000000004,RBF SVM,0.959726325610325,0.9597435625811882,0.9615066989139067,0.959726325610325
0.30000000000000004,Decision Tree,0.9079458871093142,0.9074109815388884,0.9109528787329071,0.9079458871093142
0.30000000000000004,Random Forest,0.924428549214741,0.9217464257371893,0.9282668903138511,0.924428549214741
0.30000000000000004,Naive Bayes,0.7858808894417665,0.7725607005975377,0.8146751254347704,0.7858808894417665
0.30000000000000004,Neural Net,0.9110558233556212,0.9057294728370421,0.9210413543914188,0.9110558233556212
0.30000000000000004,Nearest Neighbors,0.9594153319856943,0.9594695269924404,0.9603977376266949,0.9594153319856943
0.30000000000000004,RBF SVM,0.9609703001088478,0.9610137518568331,0.963019516943259,0.9609703001088478
0.30000000000000004,Decision Tree,0.9084123775462603,0.9097183528908385,0.9152766247051877,0.9084123775462603
0.30000000000000004,Random Forest,0.9154097341004509,0.9120223561096932,0.9187259233101265,0.9154097341004509
0.30000000000000004,Naive Bayes,0.791945265122065,0.7802728738455489,0.8204849331121761,0.791945265122065
0.30000000000000004,Neural Net,0.8978385943088166,0.8891734836436094,0.9083634185350953,0.8978385943088166
0.30000000000000004,Nearest Neighbors,0.9594153319856943,0.9595158942309142,0.9601189059447944,0.9594153319856943
0.30000000000000004,RBF SVM,0.9614367905457938,0.9614902730021074,0.9636262278964774,0.9614367905457938
0.30000000000000004,Decision Tree,0.9073238998600529,0.906989466287816,0.9109863933890366,0.9073238998600529
0.30000000000000004,Random Forest,0.9309594153319857,0.928774127576907,0.9339292167072959,0.9309594153319857
0.30000000000000004,Naive Bayes,0.7910122842481729,0.7795809256356042,0.8194281222306177,0.7910122842481729
0.30000000000000004,Neural Net,0.8656507541595397,0.8695560281623926,0.8968941817657211,0.8656507541595397
0.30000000000000004,Nearest Neighbors,0.9636137459182087,0.9636660431947776,0.9641213338646522,0.9636137459182087
0.30000000000000004,RBF SVM,0.9617477841704245,0.9617249221562393,0.9632195826722519,0.9617477841704245
0.30000000000000004,Decision Tree,0.9049914476753227,0.9066261930047774,0.9129876301571144,0.9049914476753227
0.30000000000000004,Random Forest,0.9219406002176955,0.920339570142317,0.9232253295429779,0.9219406002176955
0.30000000000000004,Naive Bayes,0.7972321567407868,0.7856433487817386,0.8220467619026803,0.7972321567407868
0.30000000000000004,Neural Net,0.9177421862851811,0.9136018992749417,0.925485774160438,0.9177421862851811
0.30000000000000004,Nearest Neighbors,0.9577048670502255,0.9577898546471033,0.958832537322264,0.9577048670502255
0.30000000000000004,RBF SVM,0.9623697714196859,0.9623816437910037,0.9644830820138198,0.9623697714196859
0.30000000000000004,Decision Tree,0.9124552946664594,0.9121136960295964,0.9156099022543193,0.9124552946664594
0.30000000000000004,Random Forest,0.9099673456694137,0.9066308293363091,0.916079819372965,0.9099673456694137
0.30000000000000004,Naive Bayes,0.7936557300575339,0.7817617817270297,0.8231864583087274,0.7936557300575339
0.30000000000000004,Neural Net,0.9093453584201524,0.9044942574290696,0.9177784798612036,0.9093453584201524
0.30000000000000004,Nearest Neighbors,0.9577048670502255,0.957669028139509,0.9586518154775531,0.9577048670502255
0.30000000000000004,RBF SVM,0.9603483128595863,0.9602836143163974,0.9622869549169915,0.9603483128595863
0.30000000000000004,Decision Tree,0.9096563520447831,0.90938091407727,0.9125630232120154,0.9096563520447831
0.30000000000000004,Random Forest,0.9177421862851811,0.915705726982118,0.9188332169847506,0.9177421862851811
0.30000000000000004,Naive Bayes,0.7877468511895506,0.7755134965099097,0.8134033793697854,0.7877468511895506
0.30000000000000004,Neural Net,0.9297154408334629,0.9301758320419279,0.9327330890297746,0.9297154408334629
0.30000000000000004,Nearest Neighbors,0.9603483128595863,0.9603688805560608,0.9610678850870216,0.9603483128595863
0.30000000000000004,RBF SVM,0.9612812937334785,0.9612586148961466,0.9631463756033828,0.9612812937334785
0.30000000000000004,Decision Tree,0.9098118488570984,0.9094795992093119,0.9128290612368217,0.9098118488570984
0.30000000000000004,Random Forest,0.9281604727103094,0.9269988125917491,0.931383570596882,0.9281604727103094
0.30000000000000004,Naive Bayes,0.7889908256880734,0.7777286485014926,0.8166415612039377,0.7889908256880734
0.30000000000000004,Neural Net,0.9132327787280361,0.9082830000191868,0.9224653290512054,0.9132327787280361
0.30000000000000004,Nearest Neighbors,0.9577048670502255,0.9577250403915177,0.9581401074287976,0.9577048670502255
0.30000000000000004,RBF SVM,0.9605038096719017,0.9604113990803397,0.9624854022588593,0.9605038096719017
0.30000000000000004,Decision Tree,0.9104338361063599,0.9100254000141667,0.9132593682062286,0.9104338361063599
0.30000000000000004,Random Forest,0.9161872181620276,0.9134626843542589,0.9269656718574324,0.9161872181620276
0.30000000000000004,Naive Bayes,0.7986316280516249,0.7882838350068546,0.8236356223737121,0.7986316280516249
0.30000000000000004,Neural Net,0.9098118488570984,0.9055808857829437,0.9161510882074724,0.9098118488570984
0.4,Nearest Neighbors,0.9577793328668066,0.957809200774403,0.9580833633562615,0.9577793328668066
0.4,RBF SVM,0.9609283881502216,0.9609447196958215,0.9628173783674624,0.9609283881502216
0.4,Decision Tree,0.92407277816655,0.9248225637476972,0.9288106518068282,0.92407277816655
0.4,Random Forest,0.9416841614182412,0.9406860971550323,0.9474701323886943,0.9416841614182412
0.4,Naive Bayes,0.7953114065780266,0.7849932447216397,0.819401058422437,0.7953114065780266
0.4,Neural Net,0.9135759272218335,0.9088004684975878,0.9226471872974402,0.9135759272218335
0.4,Nearest Neighbors,0.9602285980872405,0.9603331891728876,0.9610140772081939,0.9602285980872405
0.4,RBF SVM,0.9580125962211337,0.9580899019990757,0.9598313444369229,0.9580125962211337
0.4,Decision Tree,0.9115931887100537,0.9113161128875725,0.9144851390016363,0.9115931887100537
0.4,Random Forest,0.8791695824585958,0.864347546616091,0.8956857589660452,0.8791695824585958
0.4,Naive Bayes,0.7988103568929321,0.7875596819709882,0.8236989301985416,0.7988103568929321
0.4,Neural Net,0.9399346862607885,0.9402973279584402,0.942436636862098,0.9399346862607885
0.4,Nearest Neighbors,0.9577793328668066,0.9579066652314899,0.9583125291802926,0.9577793328668066
0.4,RBF SVM,0.9620947049218568,0.9621690252619145,0.9634375784535153,0.9620947049218568
0.4,Decision Tree,0.9163750874737578,0.9161191133685065,0.91911827791967,0.9163750874737578
0.4,Random Forest,0.9029624445999533,0.8983135510673514,0.9078738522589012,0.9029624445999533
0.4,Naive Bayes,0.7951947749008631,0.7846316585331472,0.8212888386815121,0.7951947749008631
0.4,Neural Net,0.9367856309773734,0.9370023252541306,0.9396403638904189,0.9367856309773734
0.4,Nearest Neighbors,0.9616281782132027,0.9616445155074637,0.9623881879663722,0.9616281782132027
0.4,RBF SVM,0.9587123862841148,0.9587225333458776,0.9606508606454166,0.9587123862841148
0.4,Decision Tree,0.9111266620013996,0.9123728243684371,0.9171477967726734,0.9111266620013996
0.4,Random Forest,0.8845346396081175,0.8730509365774548,0.8992185256274147,0.8845346396081175
0.4,Naive Bayes,0.7909960345229764,0.7794311878824728,0.8175555001894321,0.7909960345229764
0.4,Neural Net,0.9426172148355494,0.9425044216694228,0.9449895356625078,0.9426172148355494
0.4,Nearest Neighbors,0.9574294378353161,0.9574681555362479,0.958370234537143,0.9574294378353161
0.4,RBF SVM,0.9590622813156053,0.9590025641618759,0.9616665688327041,0.9590622813156053
0.4,Decision Tree,0.9063447632376953,0.9061482680860121,0.9101935226781508,0.9063447632376953
0.4,Random Forest,0.910310240261255,0.9073094708260818,0.9121682517019694,0.910310240261255
0.4,Naive Bayes,0.7915791929087941,0.7808827968365607,0.819247523930162,0.7915791929087941
0.4,Neural Net,0.9388850011663168,0.9390364419711125,0.9417601795225896,0.9388850011663168
0.4,Nearest Neighbors,0.9612782831817122,0.9613325054364649,0.9619748522039677,0.9612782831817122
0.4,RBF SVM,0.9603452297644041,0.9602904296049738,0.9624349322110158,0.9603452297644041
0.4,Decision Tree,0.9082108700723116,0.9099201190453796,0.9162867748480359,0.9082108700723116
0.4,Random Forest,0.9157919290879403,0.9152274424462604,0.9170062040079833,0.9157919290879403
0.4,Naive Bayes,0.797877303475624,0.7875823089851541,0.8222823066780068,0.797877303475624
0.4,Neural Net,0.916841614182412,0.9122411366443184,0.924598644079438,0.916841614182412
0.4,Nearest Neighbors,0.95987870305575,0.9599076636135977,0.9605026662068669,0.95987870305575
0.4,RBF SVM,0.9619780732446933,0.962005677126375,0.9638521744709709,0.9619780732446933
0.4,Decision Tree,0.9099603452297644,0.9096916423328634,0.9127922018183356,0.9099603452297644
0.4,Random Forest,0.9274550968042921,0.9259053312926414,0.9290722373225204,0.9274550968042921
0.4,Naive Bayes,0.791812456263121,0.780104030119019,0.8181479087563508,0.791812456263121
0.4,Neural Net,0.9412176347095871,0.9412831400543692,0.9440062100564841,0.9412176347095871
0.4,Nearest Neighbors,0.9611616515045487,0.9612390874667152,0.961923550742869,0.9611616515045487
0.4,RBF SVM,0.960578493118731,0.9606197919007594,0.9627267831943924,0.960578493118731
0.4,Decision Tree,0.9061114998833684,0.906046524832298,0.9098896459151088,0.9061114998833684
0.4,Random Forest,0.8888500116631677,0.8781275169948956,0.8945850373160719,0.8888500116631677
0.4,Naive Bayes,0.7946116165150455,0.78388428444694,0.8196515675257738,0.7946116165150455
0.4,Neural Net,0.9135759272218335,0.9086835768613807,0.9222339463308086,0.9135759272218335
0.4,Nearest Neighbors,0.9581292278982971,0.9582606901549355,0.9590304629923654,0.9581292278982971
0.4,RBF SVM,0.9615115465360392,0.9616187809423279,0.9639832883884533,0.9615115465360392
0.4,Decision Tree,0.910310240261255,0.9117528210738619,0.9175303930817688,0.910310240261255
0.4,Random Forest,0.9087940284581292,0.9051538055783923,0.9126942340952667,0.9087940284581292
0.4,Naive Bayes,0.7964777233496617,0.7858145140012672,0.8232938819585935,0.7964777233496617
0.4,Neural Net,0.9275717284814555,0.9279028188621419,0.932317840280159,0.9275717284814555
0.4,Nearest Neighbors,0.95987870305575,0.9599112179407308,0.9605316202173604,0.95987870305575
0.4,RBF SVM,0.9633776533706555,0.9633740400976574,0.9654768817222794,0.9633776533706555
0.4,Decision Tree,0.9110100303242361,0.9106369950443457,0.9141099368953124,0.9110100303242361
0.4,Random Forest,0.8829017961278283,0.8714034539320108,0.889109008400893,0.8829017961278283
0.4,Naive Bayes,0.7905295078143224,0.778570467703143,0.8188183641065837,0.7905295078143224
0.4,Neural Net,0.9413342663867507,0.9413016456259082,0.9438304606594591,0.9413342663867507
0.5,Nearest Neighbors,0.9598805747340922,0.9598995819312152,0.9607585359672003,0.9598805747340922
0.5,RBF SVM,0.9593207688001493,0.9593017882528211,0.9608883277687449,0.9593207688001493
0.5,Decision Tree,0.910244448591155,0.9100663656700447,0.9132049130016101,0.910244448591155
0.5,Random Forest,0.9402873670460907,0.9402716023633002,0.9428026481434116,0.9402873670460907
0.5,Naive Bayes,0.7939914163090128,0.7825529225350036,0.8180929297004371,0.7939914163090128
0.5,Neural Net,0.9364620264974809,0.936720055814997,0.9392746544913966,0.9364620264974809
0.5,Nearest Neighbors,0.960813584623997,0.9608174320217243,0.9612862514875766,0.960813584623997
0.5,RBF SVM,0.960813584623997,0.9608109844280006,0.9626270384784151,0.960813584623997
0.5,Decision Tree,0.9112707594700504,0.9110804927608601,0.9142184684034071,0.9112707594700504
0.5,Random Forest,0.9466318342974436,0.9460528720364411,0.9497916655649458,0.9466318342974436
0.5,Naive Bayes,0.790539279716365,0.7787813778249861,0.8163644243342475,0.790539279716365
0.5,Neural Net,0.9343161037506997,0.9345999745093292,0.9372342232636363,0.9343161037506997
0.5,Nearest Neighbors,0.9566150401194252,0.9567254709657048,0.9574172783324447,0.9566150401194252
0.5,RBF SVM,0.9597872737451016,0.9598212822444925,0.961788282630054,0.9597872737451016
0.5,Decision Tree,0.9087516327673073,0.9084659165276953,0.9124277421611626,0.9087516327673073
0.5,Random Forest,0.9122037693599552,0.9091002639943525,0.9140237069325733,0.9122037693599552
0.5,Naive Bayes,0.7938981153200224,0.7819031663363523,0.821565402191296,0.7938981153200224
0.5,Neural Net,0.902500466504945,0.8980844649545,0.9058005615461705,0.902500466504945
0.5,Nearest Neighbors,0.9564284381414443,0.9564113367898602,0.9568669998148319,0.9564284381414443
0.5,RBF SVM,0.9568949430863967,0.9568350642122182,0.9587701297779136,0.9568949430863967
0.5,Decision Tree,0.9095913416682216,0.9093494652979766,0.9127397333897946,0.9095913416682216
0.5,Random Forest,0.9295577533121852,0.9285301871622587,0.9310638388482456,0.9295577533121852
0.5,Naive Bayes,0.7944579212539653,0.7829046377913076,0.8202607378510369,0.7944579212539653
0.5,Neural Net,0.9119238663929837,0.906992929555495,0.9211861493033974,0.9119238663929837
0.5,Nearest Neighbors,0.960813584623997,0.9608792418681515,0.9615621612692948,0.960813584623997
0.5,RBF SVM,0.9626796044038067,0.9627088099529102,0.9644825607630045,0.9626796044038067
0.5,Decision Tree,0.9230266840828513,0.9238736753255998,0.9282800273391629,0.9230266840828513
0.5,Random Forest,0.9207874603470797,0.9196797596107575,0.921689530797683,0.9207874603470797
0.5,Naive Bayes,0.7952043291658891,0.7842485723107484,0.8209000427707659,0.7952043291658891
0.5,Neural Net,0.9404739690240717,0.9405419306005122,0.9430183323166076,0.9404739690240717
0.5,Nearest Neighbors,0.9593207688001493,0.95941909191385,0.9599264984826286,0.9593207688001493
0.5,RBF SVM,0.9612800895689494,0.9612891790506876,0.9626396003457506,0.9612800895689494
0.5,Decision Tree,0.9128568762828886,0.9125467838542117,0.9158198529762579,0.9128568762828886
0.5,Random Forest,0.9074454189214406,0.9012258039196168,0.9160788854129596,0.9074454189214406
0.5,Naive Bayes,0.678764694905766,0.609531658344921,0.7948417247051515,0.678764694905766
0.5,Neural Net,0.9165889158425079,0.9122103895899463,0.9256501832207088,0.9165889158425079
0.5,Nearest Neighbors,0.9609068856129875,0.9609747984393593,0.961945793651518,0.9609068856129875
0.5,RBF SVM,0.9605336816570256,0.9605515949646007,0.9624352836763304,0.9605336816570256
0.5,Decision Tree,0.9097779436462027,0.9113270523702286,0.9175589254490301,0.9097779436462027
0.5,Random Forest,0.9144429930957269,0.9111054170228805,0.917159247020578,0.9144429930957269
0.5,Naive Bayes,0.792871804441127,0.780752581366935,0.8182349819577831,0.792871804441127
0.5,Neural Net,0.9145362940847173,0.9097589018752454,0.9238254563146384,0.9145362940847173
0.5,Nearest Neighbors,0.9580145549542826,0.9580645679494525,0.9590689074239203,0.9580145549542826
0.5,RBF SVM,0.9587609628662064,0.9587626402044902,0.9610633273612121,0.9587609628662064
0.5,Decision Tree,0.9120171673819742,0.9116641259506278,0.9146915652816362,0.9120171673819742
0.5,Random Forest,0.9168688188094793,0.9144106605521813,0.9194838760216677,0.9168688188094793
0.5,Naive Bayes,0.790539279716365,0.7788931573624502,0.8166585607397696,0.790539279716365
0.5,Neural Net,0.9120171673819742,0.9067439094298708,0.9227703160053903,0.9120171673819742
0.5,Nearest Neighbors,0.9600671767120732,0.9600725311933915,0.9607907260596527,0.9600671767120732
0.5,RBF SVM,0.9590408658331778,0.9589733973670123,0.9608923699063465,0.9590408658331778
