frame_time_delta,ipv6_plen,ipv6_nxt,frame_len,mqtt_dupflag,mqtt_hdrflags,mqtt_kalive,mqtt_msgid,mqtt_msgtype,mqtt_retain,label,mqtt_len_flag,mqtt_len_null,ipv6_src_fd,ipv6_src_fe,ipv6_dst_fd,ipv6_dst_fe,ipv6_dst_ff
0750752000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2507692000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0251630000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1182557000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0004447000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1512981000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0839524000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3092191000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4207333000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0464229000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1963098000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1895112000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4403124000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0136379000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2347082000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1717344000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1537190000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0037885000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0579170000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0333250000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0248786000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3213421000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0753361000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0282582000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3657782000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1054330000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0003617000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3181100000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0615492000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0176670000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0002301000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0016604000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0018014000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0004897000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2072188000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1062540000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2679615000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3202006000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0419418000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1522743000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0659881000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0979955000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3192121000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0194886000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0801750000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3345674000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3390425000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0664335000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1522152000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
1098047000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3345420000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0336098000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0005143000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2675641000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0748971000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006421000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0433576000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2783832000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0916876000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1559787000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3685488000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0568250000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2812473000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1095648000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4024300000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0001943000,47,17,101,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0581219000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0084624000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1010606000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1039565000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3677736000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3210893000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0312144000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0724946000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0032611000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0956972000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0005387000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0003060000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0751064000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3116471000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2407760000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0262458000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006398000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0162009000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1318506000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0016993000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
6203764000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0926344000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1143986000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1480089000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2514253000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1016729000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1195055000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1746310000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2538636000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0463205000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0636610000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1596242000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1930003000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2588498000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0014449000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006900000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3423653000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0009073000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0107988000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0543190000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0004352000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3069131000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2089933000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2812601000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3538637000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0399903000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0007534000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0876879000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0902704000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0021503000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0553123000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0745317000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0142459000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2685146000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0865526000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3800471000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4625885000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1164781000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
5622754000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2226482000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0084687000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0203991000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0004182000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1662318000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0617634000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0384883000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2080195000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0866143000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0815235000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0072333000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0789755000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3673848000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0055372000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
3130367000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2093323000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2081541000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1003933000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0790467000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0155715000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0225243000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2405996000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2016870000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0298057000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2986940000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0134629000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1100099000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0354199000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1568182000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3119771000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0307917000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2632601000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1887762000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1165334000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0463145000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0918676000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4036231000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2593993000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0575430000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0677568000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2648207000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3134536000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2079398000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2535841000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0555419000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0691551000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0993181000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0511331000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0293474000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0002301000,72,6,126,0,1,150,0,1,0,0,1,0,10,00,10,00,00
0399086000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2066996000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006305000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0247708000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3186542000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0197077000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0380554000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0182429000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1096621000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0033627000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0739910000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0018396000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0715525000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0913628000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0261494000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2543096000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0331045000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0886118000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0745436000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1460918000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0348946000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0148044000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1926772000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0847879000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1205860000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1621563000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3630335000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1419434000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1039776000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2122096000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0867276000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3379966000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0442502000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0547747000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3174390000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1474258000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0086312000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0004312000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1802876000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2814506000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1696011000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2028737000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4241365000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3132299000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2473303000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0456786000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4105579000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0672251000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1227776000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0022889000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3716358000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1718559000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
9937646000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0295214000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1957264000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1060031000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1617693000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0973320000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2673148000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2458116000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0311762000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0136628000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0021693000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
2664957000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1602805000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3246344000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0929640000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4969835000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1226446000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0001057000,40,17,94,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0304031000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2349671000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006677000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2528692000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0822695000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2270936000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2177829000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1568000000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0305917000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1164802000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2853551000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1578907000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0674800000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0038169000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4377959000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1749689000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0691284000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1271228000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1084444000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1219495000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0295924000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2003684000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0000022000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,00,10,00
0023062000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2766538000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0684982000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3190447000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3347933000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3398955000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1234568000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1584322000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3580340000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4092499000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0333872000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3043374000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0000571000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0002796000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0671578000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2557364000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0316791000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3413181000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0539085000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0540702000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0655888000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0683072000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1002589000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1061481000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0370101000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2877908000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1703813000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0040297000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0021162000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0249360000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4604738000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006602000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0020090000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1627241000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3965872000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0495696000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3432653000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4135792000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0607222000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2256337000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1792879000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1179673000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0657071000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2965639000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0526259000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3344336000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0294412000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0601894000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2611593000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0954252000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
5165816000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0825219000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0420177000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3343318000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4822049000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0874790000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0006242000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2486217000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3672210000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2645382000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2692739000,28,6,82,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0720045000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1099245000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
4735722000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0939054000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0150232000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0005146000,62,6,116,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2057322000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3983139000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3070375000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1010657000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0108888000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0273226000,20,6,74,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0635112000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2596986000,66,6,120,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0005109000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0529104000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1338473000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0000911000,51,17,105,0,0,00,0,0,0,0,0,1,10,00,10,00,00
0010099000,64,6,118,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0436405000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1353385000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
1076951000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
0107574000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
2839112000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
3331132000,68,6,122,1,1,00,0,1,1,0,1,0,10,00,10,00,00
